Date,kWh
2025-03-01 00:00:00.000000,0.0
2025-03-01 00:01:26.404320,0.0
2025-03-01 00:02:52.808640,0.0
2025-03-01 00:04:19.212961,0.0
2025-03-01 00:05:45.617281,0.0
2025-03-01 00:07:12.021601,0.0
2025-03-01 00:08:38.425921,0.0
2025-03-01 00:10:04.830242,0.0
2025-03-01 00:11:31.234562,0.0
2025-03-01 00:12:57.638882,0.0
2025-03-01 00:14:24.043202,0.0
2025-03-01 00:15:50.447522,0.0
2025-03-01 00:17:16.851843,0.0
2025-03-01 00:18:43.256163,0.0
2025-03-01 00:20:09.660483,0.0
2025-03-01 00:21:36.064803,0.0
2025-03-01 00:23:02.469123,0.0
2025-03-01 00:24:28.873444,0.0
2025-03-01 00:25:55.277764,0.0
2025-03-01 00:27:21.682084,0.0
2025-03-01 00:28:48.086404,0.0
2025-03-01 00:30:14.490725,0.0
2025-03-01 00:31:40.895045,0.0
2025-03-01 00:33:07.299365,0.0
2025-03-01 00:34:33.703685,0.0
2025-03-01 00:36:00.108005,0.0
2025-03-01 00:37:26.512326,0.0
2025-03-01 00:38:52.916646,0.0
2025-03-01 00:40:19.320966,0.0
2025-03-01 00:41:45.725286,0.0
2025-03-01 00:43:12.129606,0.0
2025-03-01 00:44:38.533927,0.0
2025-03-01 00:46:04.938247,0.0
2025-03-01 00:47:31.342567,0.0
2025-03-01 00:48:57.746887,0.0
2025-03-01 00:50:24.151208,0.0
2025-03-01 00:51:50.555528,0.0
2025-03-01 00:53:16.959848,0.0
2025-03-01 00:54:43.364168,0.0
2025-03-01 00:56:09.768488,0.0
2025-03-01 00:57:36.172809,0.0
2025-03-01 00:59:02.577129,0.0
2025-03-01 01:00:28.981449,0.0
2025-03-01 01:01:55.385769,0.0
2025-03-01 01:03:21.790090,0.0
2025-03-01 01:04:48.194410,0.0
2025-03-01 01:06:14.598730,0.0
2025-03-01 01:07:41.003050,0.0
2025-03-01 01:09:07.407370,0.0
2025-03-01 01:10:33.811691,0.0
2025-03-01 01:12:00.216011,0.0
2025-03-01 01:13:26.620331,0.0
2025-03-01 01:14:53.024651,0.0
2025-03-01 01:16:19.428971,0.0
2025-03-01 01:17:45.833292,0.0
2025-03-01 01:19:12.237612,0.0
2025-03-01 01:20:38.641932,0.0
2025-03-01 01:22:05.046252,0.0
2025-03-01 01:23:31.450573,0.0
2025-03-01 01:24:57.854893,0.0
2025-03-01 01:26:24.259213,0.0
2025-03-01 01:27:50.663533,0.0
2025-03-01 01:29:17.067853,0.0
2025-03-01 01:30:43.472174,0.0
2025-03-01 01:32:09.876494,0.0
2025-03-01 01:33:36.280814,0.0
2025-03-01 01:35:02.685134,0.0
2025-03-01 01:36:29.089454,0.0
2025-03-01 01:37:55.493775,0.0
2025-03-01 01:39:21.898095,0.0
2025-03-01 01:40:48.302415,0.0
2025-03-01 01:42:14.706735,0.0
2025-03-01 01:43:41.111056,0.0
2025-03-01 01:45:07.515376,0.0
2025-03-01 01:46:33.919696,0.0
2025-03-01 01:48:00.324016,0.0
2025-03-01 01:49:26.728336,0.0
2025-03-01 01:50:53.132657,0.0
2025-03-01 01:52:19.536977,0.0
2025-03-01 01:53:45.941297,0.0
2025-03-01 01:55:12.345617,0.0
2025-03-01 01:56:38.749937,0.0
2025-03-01 01:58:05.154258,0.0
2025-03-01 01:59:31.558578,0.0
2025-03-01 02:00:57.962898,0.0
2025-03-01 02:02:24.367218,0.0
2025-03-01 02:03:50.771539,0.0
2025-03-01 02:05:17.175859,0.0
2025-03-01 02:06:43.580179,0.0
2025-03-01 02:08:09.984499,0.0
2025-03-01 02:09:36.388819,0.0
2025-03-01 02:11:02.793140,0.0
2025-03-01 02:12:29.197460,0.0
2025-03-01 02:13:55.601780,0.0
2025-03-01 02:15:22.006100,0.0
2025-03-01 02:16:48.410421,0.0
2025-03-01 02:18:14.814741,0.0
2025-03-01 02:19:41.219061,0.0
2025-03-01 02:21:07.623381,0.0
2025-03-01 02:22:34.027701,0.0
2025-03-01 02:24:00.432022,0.0
2025-03-01 02:25:26.836342,0.0
2025-03-01 02:26:53.240662,0.0
2025-03-01 02:28:19.644982,0.0
2025-03-01 02:29:46.049302,0.0
2025-03-01 02:31:12.453623,0.0
2025-03-01 02:32:38.857943,0.0
2025-03-01 02:34:05.262263,0.0
2025-03-01 02:35:31.666583,0.0
2025-03-01 02:36:58.070904,0.0
2025-03-01 02:38:24.475224,0.0
2025-03-01 02:39:50.879544,0.0
2025-03-01 02:41:17.283864,0.0
2025-03-01 02:42:43.688184,0.0
2025-03-01 02:44:10.092505,0.0
2025-03-01 02:45:36.496825,0.0
2025-03-01 02:47:02.901145,0.0
2025-03-01 02:48:29.305465,0.0
2025-03-01 02:49:55.709785,0.0
2025-03-01 02:51:22.114106,0.0
2025-03-01 02:52:48.518426,0.0
2025-03-01 02:54:14.922746,0.0
2025-03-01 02:55:41.327066,0.0
2025-03-01 02:57:07.731387,0.0
2025-03-01 02:58:34.135707,0.0
2025-03-01 03:00:00.540027,0.0
2025-03-01 03:01:26.944347,0.0
2025-03-01 03:02:53.348667,0.0
2025-03-01 03:04:19.752988,0.0
2025-03-01 03:05:46.157308,0.0
2025-03-01 03:07:12.561628,0.0
2025-03-01 03:08:38.965948,0.0
2025-03-01 03:10:05.370269,0.0
2025-03-01 03:11:31.774589,0.0
2025-03-01 03:12:58.178909,0.0
2025-03-01 03:14:24.583229,0.0
2025-03-01 03:15:50.987549,0.0
2025-03-01 03:17:17.391870,0.0
2025-03-01 03:18:43.796190,0.0
2025-03-01 03:20:10.200510,0.0
2025-03-01 03:21:36.604830,0.0
2025-03-01 03:23:03.009150,0.0
2025-03-01 03:24:29.413471,0.0
2025-03-01 03:25:55.817791,0.0
2025-03-01 03:27:22.222111,0.0
2025-03-01 03:28:48.626431,0.0
2025-03-01 03:30:15.030752,0.0
2025-03-01 03:31:41.435072,0.0
2025-03-01 03:33:07.839392,0.0
2025-03-01 03:34:34.243712,0.0
2025-03-01 03:36:00.648032,0.0
2025-03-01 03:37:27.052353,0.0
2025-03-01 03:38:53.456673,0.0
2025-03-01 03:40:19.860993,0.0
2025-03-01 03:41:46.265313,0.0
2025-03-01 03:43:12.669633,0.0
2025-03-01 03:44:39.073954,0.0
2025-03-01 03:46:05.478274,0.0
2025-03-01 03:47:31.882594,0.0
2025-03-01 03:48:58.286914,0.0
2025-03-01 03:50:24.691235,0.0
2025-03-01 03:51:51.095555,0.0
2025-03-01 03:53:17.499875,0.0
2025-03-01 03:54:43.904195,0.0
2025-03-01 03:56:10.308515,0.0
2025-03-01 03:57:36.712836,0.0
2025-03-01 03:59:03.117156,0.0
2025-03-01 04:00:29.521476,0.0
2025-03-01 04:01:55.925796,0.0
2025-03-01 04:03:22.330117,0.0
2025-03-01 04:04:48.734437,0.0
2025-03-01 04:06:15.138757,0.0
2025-03-01 04:07:41.543077,0.0
2025-03-01 04:09:07.947397,0.0
2025-03-01 04:10:34.351718,0.0
2025-03-01 04:12:00.756038,0.0
2025-03-01 04:13:27.160358,0.0
2025-03-01 04:14:53.564678,0.0
2025-03-01 04:16:19.968998,0.0
2025-03-01 04:17:46.373319,0.0
2025-03-01 04:19:12.777639,0.0
2025-03-01 04:20:39.181959,0.0
2025-03-01 04:22:05.586279,0.0
2025-03-01 04:23:31.990600,0.0
2025-03-01 04:24:58.394920,0.0
2025-03-01 04:26:24.799240,0.0
2025-03-01 04:27:51.203560,0.0
2025-03-01 04:29:17.607880,0.0
2025-03-01 04:30:44.012201,0.0
2025-03-01 04:32:10.416521,0.0
2025-03-01 04:33:36.820841,0.0
2025-03-01 04:35:03.225161,0.0
2025-03-01 04:36:29.629481,0.0
2025-03-01 04:37:56.033802,0.0
2025-03-01 04:39:22.438122,0.0
2025-03-01 04:40:48.842442,0.0
2025-03-01 04:42:15.246762,0.0
2025-03-01 04:43:41.651083,0.0
2025-03-01 04:45:08.055403,0.0
