Date,kWh
2025-03-01 00:00:00.000000,0.0
2025-03-01 00:01:26.404320,0.0
2025-03-01 00:02:52.808640,0.09143064809725925
2025-03-01 00:04:19.212961,0.0
2025-03-01 00:05:45.617281,0.08156269134612656
2025-03-01 00:07:12.021601,0.08071181114383644
2025-03-01 00:08:38.425921,0.019724731269774795
2025-03-01 00:10:04.830242,0.030380388187920597
2025-03-01 00:11:31.234562,0.022335877355115455
2025-03-01 00:12:57.638882,0.0
2025-03-01 00:14:24.043202,0.06509827641799495
2025-03-01 00:15:50.447522,0.07607447265468377
2025-03-01 00:17:16.851843,0.10354536373787696
2025-03-01 00:18:43.256163,0.06671711018344269
2025-03-01 00:20:09.660483,0.0
2025-03-01 00:21:36.064803,0.08722925331004286
2025-03-01 00:23:02.469123,0.0459923889594069
2025-03-01 00:24:28.873444,0.0
2025-03-01 00:25:55.277764,0.005009400486382293
2025-03-01 00:27:21.682084,0.08059445748005634
2025-03-01 00:28:48.086404,0.1180008899692281
2025-03-01 00:30:14.490725,0.0
2025-03-01 00:31:40.895045,0.09132322655346234
2025-03-01 00:33:07.299365,0.13066468458862007
2025-03-01 00:34:33.703685,0.04633050609915049
2025-03-01 00:36:00.108005,0.13712808639283708
2025-03-01 00:37:26.512326,0.1253936199124921
2025-03-01 00:38:52.916646,0.0536773479986188
2025-03-01 00:40:19.320966,0.11203709554422189
2025-03-01 00:41:45.725286,0.15090546217265366
2025-03-01 00:43:12.129606,0.20805360338954637
2025-03-01 00:44:38.533927,0.11850623745367364
2025-03-01 00:46:04.938247,0.20626083286193603
2025-03-01 00:47:31.342567,0.16247573617110048
2025-03-01 00:48:57.746887,0.15604336119228027
2025-03-01 00:50:24.151208,0.12837310431147542
2025-03-01 00:51:50.555528,0.10034129717607336
2025-03-01 00:53:16.959848,0.14952863509121264
2025-03-01 00:54:43.364168,0.2560025948094238
2025-03-01 00:56:09.768488,0.2530188093584421
2025-03-01 00:57:36.172809,0.2750656438562082
2025-03-01 00:59:02.577129,0.2996964152118132
2025-03-01 01:00:28.981449,0.17286409201233444
2025-03-01 01:01:55.385769,0.12737966553227859
2025-03-01 01:03:21.790090,0.15728484553264374
2025-03-01 01:04:48.194410,0.14024478076691607
2025-03-01 01:06:14.598730,0.243451161720329
2025-03-01 01:07:41.003050,0.2714610830528712
2025-03-01 01:09:07.407370,0.20891778798037705
2025-03-01 01:10:33.811691,0.2716589046854511
2025-03-01 01:12:00.216011,0.17029324600700643
2025-03-01 01:13:26.620331,0.09129107081168156
2025-03-01 01:14:53.024651,0.2774168135080718
2025-03-01 01:16:19.428971,0.24664537247369764
2025-03-01 01:17:45.833292,0.26381017360769976
2025-03-01 01:19:12.237612,0.24983473530910338
2025-03-01 01:20:38.641932,0.28003885325582656
2025-03-01 01:22:05.046252,0.25200944886424953
2025-03-01 01:23:31.450573,0.2538694156317922
2025-03-01 01:24:57.854893,0.26358914907322223
2025-03-01 01:26:24.259213,0.20680045507004713
2025-03-01 01:27:50.663533,0.28776498396609856
2025-03-01 01:29:17.067853,0.26059113870330125
2025-03-01 01:30:43.472174,0.29724797762777266
2025-03-01 01:32:09.876494,0.3123445043206362
2025-03-01 01:33:36.280814,0.41882901860728056
2025-03-01 01:35:02.685134,0.2976385324803583
2025-03-01 01:36:29.089454,0.27451605896420755
2025-03-01 01:37:55.493775,0.3683358173191094
2025-03-01 01:39:21.898095,0.2882147140434611
2025-03-01 01:40:48.302415,0.363928716717807
2025-03-01 01:42:14.706735,0.3767996582292181
2025-03-01 01:43:41.111056,0.27308645924756103
2025-03-01 01:45:07.515376,0.32195398265839387
2025-03-01 01:46:33.919696,0.3809044987325852
2025-03-01 01:48:00.324016,0.3810465663491881
2025-03-01 01:49:26.728336,0.3776897466485455
2025-03-01 01:50:53.132657,0.32490790338887204
2025-03-01 01:52:19.536977,0.3161851945948772
2025-03-01 01:53:45.941297,0.28495828688707514
2025-03-01 01:55:12.345617,0.42811466743584564
2025-03-01 01:56:38.749937,0.3610054867971138
2025-03-01 01:58:05.154258,0.3719562393346438
2025-03-01 01:59:31.558578,0.438625980639828
2025-03-01 02:00:57.962898,0.4641709066431365
2025-03-01 02:02:24.367218,0.30695297842959657
2025-03-01 02:03:50.771539,0.33786465796651055
2025-03-01 02:05:17.175859,0.45285838341661405
2025-03-01 02:06:43.580179,0.4657153967955626
2025-03-01 02:08:09.984499,0.3961565653175599
2025-03-01 02:09:36.388819,0.4663346557010719
2025-03-01 02:11:02.793140,0.3882460231806038
2025-03-01 02:12:29.197460,0.41980156721221296
2025-03-01 02:13:55.601780,0.33235863191075266
2025-03-01 02:15:22.006100,0.44603705014942957
2025-03-01 02:16:48.410421,0.48444082518899434
2025-03-01 02:18:14.814741,0.35616297397618135
2025-03-01 02:19:41.219061,0.4732189431527146
2025-03-01 02:21:07.623381,0.39374263295374723
2025-03-01 02:22:34.027701,0.4877807539773972
2025-03-01 02:24:00.432022,0.3781412436647335
2025-03-01 02:25:26.836342,0.4330395377855709
2025-03-01 02:26:53.240662,0.5369447767039393
2025-03-01 02:28:19.644982,0.4387229968154698
2025-03-01 02:29:46.049302,0.5004529342676021
2025-03-01 02:31:12.453623,0.521271378845955
2025-03-01 02:32:38.857943,0.386779180587442
2025-03-01 02:34:05.262263,0.4236874937516632
2025-03-01 02:35:31.666583,0.4731399845461391
2025-03-01 02:36:58.070904,0.5799974993207238
2025-03-01 02:38:24.475224,0.39054229799682627
2025-03-01 02:39:50.879544,0.5094937039711085
2025-03-01 02:41:17.283864,0.5210068200766529
2025-03-01 02:42:43.688184,0.4471857232210036
2025-03-01 02:44:10.092505,0.4688625071952036
2025-03-01 02:45:36.496825,0.4767242795197354
2025-03-01 02:47:02.901145,0.40403449201294295
2025-03-01 02:48:29.305465,0.45558948000633115
2025-03-01 02:49:55.709785,0.5307218130491554
2025-03-01 02:51:22.114106,0.581474788571084
2025-03-01 02:52:48.518426,0.4927050667326631
2025-03-01 02:54:14.922746,0.4371654888355798
2025-03-01 02:55:41.327066,0.4445087301627296
2025-03-01 02:57:07.731387,0.5314072808414478
2025-03-01 02:58:34.135707,0.480300866291389
2025-03-01 03:00:00.540027,0.6518558631843753
2025-03-01 03:01:26.944347,0.5434535246576877
2025-03-01 03:02:53.348667,0.5789291572918257
2025-03-01 03:04:19.752988,0.5496102501284098
2025-03-01 03:05:46.157308,0.4751943471595089
2025-03-01 03:07:12.561628,0.5847568701411207
2025-03-01 03:08:38.965948,0.49884022167583
2025-03-01 03:10:05.370269,0.4796818413055878
2025-03-01 03:11:31.774589,0.5979840058227562
2025-03-01 03:12:58.178909,0.5151990351359933
2025-03-01 03:14:24.583229,0.5116001532147054
2025-03-01 03:15:50.987549,0.5202674206478106
2025-03-01 03:17:17.391870,0.6030119573713569
2025-03-01 03:18:43.796190,0.5889319509672949
2025-03-01 03:20:10.200510,0.6340409315459358
2025-03-01 03:21:36.604830,0.5886495280509376
2025-03-01 03:23:03.009150,0.6374413214274123
2025-03-01 03:24:29.413471,0.6601035639943293
2025-03-01 03:25:55.817791,0.5436158938076198
2025-03-01 03:27:22.222111,0.48726411249124124
2025-03-01 03:28:48.626431,0.5916111616352432
2025-03-01 03:30:15.030752,0.621079482836896
2025-03-01 03:31:41.435072,0.5904627214105228
2025-03-01 03:33:07.839392,0.6520136035153327
2025-03-01 03:34:34.243712,0.6278326949014434
2025-03-01 03:36:00.648032,0.6560193179395395
2025-03-01 03:37:27.052353,0.62487108859235
2025-03-01 03:38:53.456673,0.5338452856554855
2025-03-01 03:40:19.860993,0.6615193287922839
2025-03-01 03:41:46.265313,0.6292160671507712
2025-03-01 03:43:12.669633,0.5656064019608193
2025-03-01 03:44:39.073954,0.6419529540360737
2025-03-01 03:46:05.478274,0.6524627122445184
2025-03-01 03:47:31.882594,0.6238849233070531
2025-03-01 03:48:58.286914,0.5646604485480056
2025-03-01 03:50:24.691235,0.6257390269706136
