Date,kWh
2025-03-01 00:00:00.000000,0.07462551741889845
2025-03-01 00:01:26.404320,0.052427375071497334
2025-03-01 00:02:52.808640,0.17233460758462518
2025-03-01 00:04:19.212961,0.13871580196861127
2025-03-01 00:05:45.617281,0.037077888440342724
2025-03-01 00:07:12.021601,0.0
2025-03-01 00:08:38.425921,0.045838366784182884
2025-03-01 00:10:04.830242,0.03605915694522359
2025-03-01 00:11:31.234562,0.1959373306196781
2025-03-01 00:12:57.638882,0.0
2025-03-01 00:14:24.043202,0.1397618025866476
2025-03-01 00:15:50.447522,0.11742803526706
2025-03-01 00:17:16.851843,0.2396931764622937
2025-03-01 00:18:43.256163,0.07741808116168078
2025-03-01 00:20:09.660483,0.15675707904995198
2025-03-01 00:21:36.064803,0.19861395078776062
2025-03-01 00:23:02.469123,0.06268764487777762
2025-03-01 00:24:28.873444,0.21424903379599164
2025-03-01 00:25:55.277764,0.0347594283110243
2025-03-01 00:27:21.682084,0.23940449310484802
2025-03-01 00:28:48.086404,0.1589125178996285
2025-03-01 00:30:14.490725,0.14721733083632063
2025-03-01 00:31:40.895045,0.1719319593873003
2025-03-01 00:33:07.299365,0.0
2025-03-01 00:34:33.703685,0.2855251285732211
2025-03-01 00:36:00.108005,0.2607991248355547
2025-03-01 00:37:26.512326,0.3229209591004293
2025-03-01 00:38:52.916646,0.27575856512487973
2025-03-01 00:40:19.320966,0.2663802761026567
2025-03-01 00:41:45.725286,0.3538639476929114
2025-03-01 00:43:12.129606,0.5658500407327796
2025-03-01 00:44:38.533927,0.34036352865175884
2025-03-01 00:46:04.938247,0.5809036526757015
2025-03-01 00:47:31.342567,0.40142230899540676
2025-03-01 00:48:57.746887,0.31389475694115954
2025-03-01 00:50:24.151208,0.12599750850951838
2025-03-01 00:51:50.555528,0.3699785200471192
2025-03-01 00:53:16.959848,0.32467491266845183
2025-03-01 00:54:43.364168,0.39472899901130626
2025-03-01 00:56:09.768488,0.3104448300134361
2025-03-01 00:57:36.172809,0.5167588287554736
2025-03-01 00:59:02.577129,0.47689213485026255
2025-03-01 01:00:28.981449,0.5300159662178964
2025-03-01 01:01:55.385769,0.47556063580422836
2025-03-01 01:03:21.790090,0.36039313638983395
2025-03-01 01:04:48.194410,0.46265774128572695
2025-03-01 01:06:14.598730,0.7297250744911054
2025-03-01 01:07:41.003050,0.44889119772003944
2025-03-01 01:09:07.407370,0.42354062221189703
2025-03-01 01:10:33.811691,0.5798026511778177
2025-03-01 01:12:00.216011,0.5037368900891238
2025-03-01 01:13:26.620331,0.426507038253114
2025-03-01 01:14:53.024651,0.4904694753870076
2025-03-01 01:16:19.428971,0.49610975451021583
2025-03-01 01:17:45.833292,0.47173986211916985
2025-03-01 01:19:12.237612,0.7119100336093955
2025-03-01 01:20:38.641932,0.44526447510802747
2025-03-01 01:22:05.046252,0.6802905635508583
2025-03-01 01:23:31.450573,0.5323532836923889
2025-03-01 01:24:57.854893,0.6458362235936748
2025-03-01 01:26:24.259213,0.6733719109223716
2025-03-01 01:27:50.663533,0.5504918061944232
2025-03-01 01:29:17.067853,0.7012620290610974
2025-03-01 01:30:43.472174,0.48226187145177285
2025-03-01 01:32:09.876494,0.745123009258004
2025-03-01 01:33:36.280814,0.5825138025515046
2025-03-01 01:35:02.685134,0.6205817535432551
2025-03-01 01:36:29.089454,0.7365512273104344
2025-03-01 01:37:55.493775,0.5892733820427306
2025-03-01 01:39:21.898095,0.6320488489726712
2025-03-01 01:40:48.302415,0.5865783101691329
2025-03-01 01:42:14.706735,0.562882018971825
2025-03-01 01:43:41.111056,0.7914082473801262
2025-03-01 01:45:07.515376,0.4246344226313277
2025-03-01 01:46:33.919696,0.5321604608758499
2025-03-01 01:48:00.324016,0.6876590484781367
2025-03-01 01:49:26.728336,0.661822971437176
2025-03-01 01:50:53.132657,0.7609250954097831
2025-03-01 01:52:19.536977,0.9457379612516461
2025-03-01 01:53:45.941297,0.7785406993018151
2025-03-01 01:55:12.345617,0.7068111327832419
2025-03-01 01:56:38.749937,0.7054677862404677
2025-03-01 01:58:05.154258,0.7500307726175228
2025-03-01 01:59:31.558578,0.8159564870799352
2025-03-01 02:00:57.962898,0.7866408530082236
2025-03-01 02:02:24.367218,0.6701525059576194
2025-03-01 02:03:50.771539,0.9010833938166534
2025-03-01 02:05:17.175859,0.6568044691110837
2025-03-01 02:06:43.580179,0.8308130571446468
2025-03-01 02:08:09.984499,0.8701207848470325
2025-03-01 02:09:36.388819,0.6261847356938993
2025-03-01 02:11:02.793140,0.6766462595509608
2025-03-01 02:12:29.197460,0.9254216574034876
2025-03-01 02:13:55.601780,0.7131017981112008
2025-03-01 02:15:22.006100,0.7667865872798755
2025-03-01 02:16:48.410421,0.8364411383975406
2025-03-01 02:18:14.814741,0.9140623886571657
2025-03-01 02:19:41.219061,0.8564960024060284
2025-03-01 02:21:07.623381,0.8509128856670303
2025-03-01 02:22:34.027701,0.7693744063524476
2025-03-01 02:24:00.432022,0.8380810630382729
2025-03-01 02:25:26.836342,0.9172985921171192
2025-03-01 02:26:53.240662,0.9681149338676658
2025-03-01 02:28:19.644982,0.8399408172889036
2025-03-01 02:29:46.049302,1.1540535951896091
2025-03-01 02:31:12.453623,1.0128695984142833
2025-03-01 02:32:38.857943,0.7995143186706952
2025-03-01 02:34:05.262263,0.911129603634956
2025-03-01 02:35:31.666583,0.8056621980475969
2025-03-01 02:36:58.070904,0.8802783423173994
2025-03-01 02:38:24.475224,0.8776355503993079
2025-03-01 02:39:50.879544,0.9353401269469366
2025-03-01 02:41:17.283864,0.9313872490351225
2025-03-01 02:42:43.688184,1.0481364298658442
